Name,Author,Source,Date,Data
碳中和目标下轻型木结构建筑碳排放计算及降碳策略研究,"['蒋柯夫', '杨瑛']",林产工业,2022-10-20,期刊
基于全寿命周期的环氧再生路面碳排放研究,"['刘士南', '王厚植', '张磊', '陈辉民', '杨军']",材料导报,2022-10-17 14:38,期刊
油气田地面工程建设设备安装碳排放优化控制,['仇放'],石油工程建设,2022-10-17,期刊
产业结构合理化对碳排放影响的空间效应,"['孙凌宇', '罗杨帆']",重庆社会科学,2022-10-16,期刊
碳排放权会计核算及财务报告分析——以宝钢股份为例,"['刘瀚斌', '曹泽卉']",新会计,2022-10-15,期刊
我国绿色金融发展与二氧化碳排放研究——基于GMM模型分析,"['陈兵兵', '黄芳蕊', '毛丽莉', '黄劲']",区域金融研究,2022-10-15,期刊
公路隧道建设碳排放量化分析计算及数字化,"['苏征宇', '张帆', '韦逸清', '邓越']",现代隧道技术,2022-10-15,期刊
人口城镇化背景下产业技术创新、结构调整和空间聚集对碳排放的影响研究,"['林桂泉', '王亚楠']",江西农业学报,2022-10-15,期刊
数字普惠金融对区域碳排放强度的影响研究,"['胡本田', '肖雪莹']",大连海事大学学报(社会科学版),2022-10-15,期刊
中国省际服务业碳排放空间网络结构及其驱动因素,"['甘畅', '王凯']",环境科学研究,2022-10-15,期刊
基于LMDI法和Tapio脱钩模型的天津市碳排放分析,"['刘茂辉', '邓小文', '刘胜楠', '李婧', '孙猛']",环境污染与防治,2022-10-15,期刊
碳排放权交易试点阶段企业减排效应研究,"['潘敏', '王晨']",经济纵横,2022-10-15,期刊
基于STIPRAT评估模型的中美碳排放与电力消费相互关系分析,"['胡杰', '于淼', '白慧媛']",中外能源,2022-10-15,期刊
长江经济带城市蔓延对能源碳排放的影响研究——来自夜间灯光的经验证据,"['方时姣', '张柯']",学习与实践,2022-10-15,期刊
基于碳排放测算的高速公路服务区低碳建设策略,"['王新', '李鹏', '阎西康', '李媛', '王丽洁', '王世超']",交通节能与环保,2022-10-15,期刊
基于SBM模型的区域碳排放效率评估研究,"['郭茹', '田博文', '吕爽']",能源环境保护,2022-10-15,期刊
基于文献计量法的碳排放权交易机制减排研究热点与趋势分析,['张修凡'],宝鸡文理学院学报(社会科学版),2022-10-15,期刊
航运绿色化背景下国际航运碳排放交易机制研究,"['郑少华', '王慧']",浙江海洋大学学报(人文科学版),2022-10-15,期刊
,,,,
基于土地利用变化的陕西省县域碳排放时空变化及影响因素研究,"['曹周亮', '张欣蓉', '员学锋', '陈锦鸿']",水土保持通报,2022-10-15,期刊
异质性环境规制对区域碳排放的影响,"['王睿敏', '黄晖']",生产力研究,2022-10-15,期刊
人力资本、技术创新扩散与碳排放——基于广东动态空间杜宾面板模型分析,"['谢长青', '叶林伟', '刘丽辉', '曾思妮']",广东石油化工学院学报,2022-10-15,期刊
基于国土空间规划的碳排放计算框架研究,['胡达天'],武汉职业技术学院学报,2022-10-15,期刊
基于STIRPAT模型的碳排放峰值预测研究——以甘肃省为例,"['李小军', '朱青祥', '漆志强', '王同斌', '张玉洁']",环保科技,2022-10-15,期刊
国内碳排放环境影响评价研究综述,['姚嫚'],皮革制作与环保科技,2022-10-15,期刊
典型钢铁制造流程碳排放及碳中和实施路径,"['张琦', '沈佳林', '籍杨梅']",钢铁,2022-10-14 17:23,期刊
甘肃省农业碳排放效率测算及提升对策研究,"['马爱玲', '王建平', '谈存峰']",国土与自然资源研究,2022-10-14,期刊
我国2030年实现碳达峰路径研究——基于经济、能源、碳排放系统的SD模型,"['杜焱', '胡鑫杨']",资源与产业,2022-10-13 16:37,期刊
基于社会网络分析的京津冀地区碳排放空间关联与碳平衡分区,"['张正峰', '张栋']",中国环境科学,2022-10-11 13:59,期刊
县域尺度下河南省种植业碳排放空间溢出效应及公平性研究,"['谢永浩', '刘争']",地域研究与开发,2022-10-10,期刊
基于夜间灯光数据的长三角地区能源碳排放时空演变及脱钩分析,"['顾倩芸', '李兰英', '杜治峰', '李振阳']",新余学院学报,2022-10-10,期刊
农业碳排放驱动因素——区域间贸易碳排放转移网络视角,"['信猛', '陈菁泉', '彭雪鹏', '师岚', '钱辉']",中国环境科学,2022-10-09 16:14,期刊
能源消费碳排放的影响因素特征及研究展望,"['王正', '樊杰']",地理研究,2022-10-08,期刊
“一带一路”沿线国家FDI的流入加剧了碳排放吗?——基于PSTR模型的经验证据,"['聂莹', '刘清杰', '任德孝']",生态经济,2022-10-08,期刊
城市轨道交通碳排放效率与影响因素研究,"['周琪', '梁肖', '黄俊生', '王海鹏', '毛保华']",交通运输系统工程与信息,2022-10-06 11:01,期刊
办公楼建筑碳排放计算与分析,"['张欢', '贺延壮', '赵晓宇']",智能建筑,2022-10-06,期刊
僵尸企业与低碳转型发展：基于碳排放绩效的视角,"['邵帅', '尹俊雅', '范美婷', '杨莉莉']",数量经济技术经济研究,2022-10-05,期刊
电力碳排放强度的基本概念及其研究进展,"['刘广一', '申彦红', '杨维', '汤亚宸']",供用电,2022-10-05,期刊
园区电力碳排放核算系统,"['汤亚宸', '刘婷婷', '刘广一', '李志宏', '程光影', '杨添麟']",供用电,2022-10-05,期刊
,,,,
城市典型居民社区水能消费碳排放核算与影响评价,"['李阳', '王春艳', '刘毅', '汪自书']",环境工程技术学报,2022-09-30 10:48,期刊
中部地区碳排放时空演变及其影响因素分析,"['赵强', '周月凌', '方潜生', '易明建']",环境科学学报,2022-09-30 09:32,期刊
装配式钢结构住宅建筑全生命期碳排放计算,"['蒋友娣', '王任媛', '郑建敏']",上海节能,2022-09-30,期刊
国际能源价格对我国碳排放权交易价格的影响,['谢明旸'],时代经贸,2022-09-30,期刊
数字经济对中国城市碳排放的影响效应及其作用机制,"['孙文远', '周浩平']",环境经济研究,2022-09-30,期刊
关于碳排放纳入环境影响评价思路探索,"['张艳春', '刘娜', '张心路']",皮革制作与环保科技,2022-09-30,期刊
低碳试点碳排放评价工作的探讨,"['石迈', '刘志刚']",皮革制作与环保科技,2022-09-30,期刊
环境规制影响碳排放效率的外部性及异质性——基于生产性服务业集聚协同的分析,"['江三良', '鹿才保']",华东经济管理,2022-09-28 10:58,期刊
黑龙江省耕地利用转型碳排放的时空分异特征与影响因素,"['赵映慧', '王子彤', '詹汶羲', '盖兆雪']",西南农业学报,2022-09-27 10:48,期刊
城镇居民食物消费碳排放分析——以长江中游省会城市为例,"['王智鹏', '李亚丽', '黄和平']",生态经济,2022-09-27,期刊
FDI对我国二氧化碳排放的影响——基于空间杜宾和多重门槛模型的实证研究,"['胡本田', '邵俊琪']",天津商业大学学报,2022-09-25,期刊
数字经济对我国碳排放的影响研究,"['张争妍', '李豫新']",财经理论与实践,2022-09-25,期刊
“一带一路”沿线省域旅游交通碳排放时空差异及驱动因素研究,"['郭伟', '周海霞', '张鹏飞']",燕山大学学报(哲学社会科学版),2022-09-25,期刊
环境规制对碳排放的影响——基于中国省级面板数据的空间计量研究,['刘文贺'],投资与创业,2022-09-25,期刊
北京市能源碳排放影响因素分解分析,"['薛悦鑫', '谢静超', '怀超平', '李航', '刘加平']",建筑节能(中英文),2022-09-25,期刊
2000-2016年陕南地区种植业碳排放特征及与农业发展的关系,"['陈炜', '刘妞', '吴蔚晨冕']",宝鸡文理学院学报(自然科学版),2022-09-25,期刊
DMSP/OLS夜光数据的珠三角碳排放时空差异性分析,"['王艳军', '王孟杰', '柳林', '李少春', '林云浩']",遥感学报,2022-09-25,期刊
基于碳物质流分析的民航碳排放评估方法,"['李舒', '张伟业', '汪坤']",民航学报,2022-09-25,期刊
江苏省交通运输、仓储及邮政业碳排放驱动因素研究——基于LMDI和Tapio脱钩模型的双视角分析,"['王春园', '雷思友']",江苏工程职业技术学院学报,2022-09-25,期刊
责任和收益匹配原则下中国省域碳排放责任共担方案优化,"['杨军', '杨泽', '丛建辉', '张雅茜']",资源科学,2022-09-25,期刊
,,,,
正规信贷对农村家庭消费隐含碳排放的影响效应分析——来自中国农村家庭追踪调查数据的证据,"['贾晋', '温虎', '张齐圣']",农村经济,2022-09-25,期刊
国内碳排放权分配正义:一种有利于共同富裕的制度设计,['陈鹏'],西华师范大学学报(哲学社会科学版),2022-09-23 11:40,期刊
我国纺织服装行业碳排放影响因素及达峰预测,"['师佳', '宁俊']",北京服装学院学报(自然科学版),2022-09-22,期刊
碳排放权价格关键影响因素动态响应研究,"['张哲', '付蓉', '高卫恒']",工程经济,2022-09-20,期刊
“一带一路”省域碳排放效率及驱动因素研究,"['尹妮妮', '王川川', '闫鹏程']",煤炭工程,2022-09-20,期刊
碳排放权出资的适法证成与制度建构,['孙博'],黑龙江生态工程职业学院学报,2022-09-20,期刊
社区碳排放计算方法探讨及案例分析,"['李芳', '宋亚杉', '周亿冰']",绿色建筑,2022-09-20,期刊
加快建立统一规范的碳排放统计核算体系,,中国氯碱,2022-09-20,期刊
碳排放强度对居民消费价格指数的影响研究,"['李博英', '王璇子']",统计与信息论坛,2022-09-19 14:20,期刊
碳排放权交易的会计处理探析,['张戈'],全国流通经济,2022-09-18,期刊
基于演化博弈视角的环境正义下重工业区工业碳排放治理机制,"['王越', '曾先']",应用生态学报,2022-09-16 12:39,期刊
数字经济发展、产业结构升级与城市碳排放,"['葛立宇', '莫龙炯', '黄念兵']",现代财经(天津财经大学学报),2022-09-16 11:43,期刊
长三角城市群能源碳排放空间关联及其影响因素研究,"['王彩娟', '季顺伟', '任丽燕']",上海国土资源,2022-09-15,期刊
全国碳排放权交易市场的启动对企业价值的影响——基于理论分析和实证研究,['侯翠凤'],武汉金融,2022-09-15,期刊
区域金融发展与二氧化碳排放：促进或抑制？——基于SDM模型的实证分析,"['张瑞锋', '刘帅']",武汉金融,2022-09-15,期刊
基于电力高频数据的碳排放测算研究——以青海省为例,['韩良煜'],技术与市场,2022-09-15,期刊
城镇化影响碳排放的研究进展,"['徐俊武', '陈钊雄']",湖北经济学院学报,2022-09-15,期刊
全国碳排放及基于K-means聚类算法的省级碳排放研究,"['张忠华', '王智超', '胡杰']",中外能源,2022-09-15,期刊
中国数字经济碳排放：总量测算与趋势展望,"['渠慎宁', '史丹', '杨丹辉']",中国人口·资源与环境,2022-09-15,期刊
基于STIRPAT模型的河南省建筑碳排放影响因素分析,"['张果瑞', '白蕾']",济源职业技术学院学报,2022-09-15,期刊
,,,,
二氧化碳排放、技术进步与经济增长——基于联立方程模型的分析,"['孙凌宇', '罗杨帆']",创新科技,2022-09-15,期刊
基于全生命周期评价法的雄安新区某木混结构建筑碳排放及其减碳效果研究,"['李瑜', '梅诗意', '孟鑫淼', '秦亦可', '张鹏', '高颖']",木材科学与技术,2022-09-15,期刊
碳排放与环境影响评价制度研究综述,"['李莎', '蔡阳波', '刘娜']",皮革制作与环保科技,2022-09-15,期刊
碳排放权交易对企业碳减排的效应——基于中国上市公司数据的准自然实验方法分析,"['方兰', '汤鹤延']",陕西师范大学学报(哲学社会科学版),2022-09-15,期刊
中国环境规制对旅游业碳排放绩效的影响,"['王凯', '刘依飞', '甘畅']",中国生态旅游,2022-09-14 15:25,期刊
交通基础设施、产业结构与农业碳排放,"['刘昕禹', '杨明洪', '吴晓婷']",云南财经大学学报,2022-09-13,期刊
节能监察数据用于水泥行业碳排放核算可行性的探讨,"['杨宏兵', '叶萌', '王兴鹏']",水泥,2022-09-10,期刊
基于交叉DEA的长江经济带农用地利用碳排放效率及影响因素研究,"['李伊涵', '李春华', '杨承楷']",现代农业科技,2022-09-10,期刊
中国试点地区碳排放权交易对大气污染治理绩效的影响研究,"['张节', '简义龙']",湖北农业科学,2022-09-10,期刊
政治经济学视角下碳排放权交易市场运行机制探究,['张楠'],理论月刊,2022-09-10,期刊
沿黄流域碳排放与经济高质量发展研究,['高博'],中国市场,2022-09-08,期刊
基于联合均值与方差模型的碳排放权影响因素分析,"['董洋', '王丹璐', '刘俊伯', '吴刘仓']",生态经济,2022-09-07,期刊
中国居民消费碳排放的统计测算,['周海燕'],企业经济,2022-09-06 15:02,期刊
新发展理念驱动下绿色创新对碳排放的影响及其机制研究——基于连续型双重差分的经验证据,"['陈宇斌', '王森', '陆杉']",经济与管理研究,2022-09-06,期刊
数字经济、产业结构升级与碳排放,"['谢文倩', '高康', '余家凤']",统计与决策,2022-09-05 15:39,期刊
长江经济带碳排放效率：测度与分析,"['王诚', '王晓娟']",统计与决策,2022-09-05 10:56,期刊
碳中和背景下我国重污染行业碳排放效率的溢出效应研究,"['杨友才', '牛晓童']",山东大学学报(哲学社会科学版),2022-09-05 09:25,期刊
公务用车碳排放管理探索,['臧晓良'],交通节能与环保,2022-09-05 09:08,期刊
我国省域碳排放绩效差异及影响因素研究——基于非期望产出的SBM模型及Malmquist指数分解,['陈燕和'],海南金融,2022-09-05,期刊
中国建筑业碳排放时空演变特征分析,"['汪振双', '覃飞']",工程管理学报,2022-09-01 16:11,期刊
,,,,
中国省域生态文明建设对旅游业碳排放强度的空间溢出效应,"['王凯', '易能静', '甘畅']",中南林业科技大学学报(社会科学版),2022-09-01 09:03,期刊
数字金融发展对二氧化碳排放增减叠加效应的理论分析与实证检验,"['廖珍珍', '茹少峰']",经济问题探索,2022-09-01,期刊
人口集聚与碳排放：基于空间溢出效应视角的经验考察,"['孙猛', '费不凡']",人口学刊,2022-09-01,期刊
人口老龄化对家庭碳排放的影响路径研究,"['陈英姿', '胡亚琪']",人口学刊,2022-09-01,期刊
家庭碳排放及其影响因素研究——基于家庭生命周期视角的实证分析,['孙悦'],人口学刊,2022-09-01,期刊
考虑碳排放因素的汽油调合在线优化,"['何仁初', '张朝晖', '杨明磊', '王聪', '奚桢浩']",化工学报,2022-08-31 08:54,期刊
农业碳排放研究:空间格局、脱钩效应及驱动因素——以浙江省为例,"['方苗', '贺义雄', '余晓洋']",资源开发与市场,2022-08-30 10:22,期刊
碳排放权交易试点对区域能源消费结构优化的影响,"['毛莹', '屈梦杰', '曾利珍']",能源与环境,2022-08-30,期刊
加快建立统一规范的碳排放统计核算体系  稳步夯实碳达峰碳中和数据基础——《关于加快建立统一规范的碳排放统计核算体系实施方案》解读一,['任献光'],中国产经,2022-08-30,期刊
广东省石化行业碳排放环境影响评价分析,['邓建福'],绿色科技,2022-08-30,期刊
建筑全过程的碳排放预测——以山西省某新建公共建筑为例,"['付俊华', '武艳丽', '梁征', '王飞', '林方']",建设科技,2022-08-30,期刊
全生命周期理念下的建筑碳排放测算方法,['杨勇'],北方建筑,2022-08-29,期刊
国家发改委等三部门印发《关于加快建立统一规范的碳排放统计核算体系实施方案》提供坚实的数据支撑与基础保障,,中国有色冶金,2022-08-28,期刊
“双碳”目标下中国化工行业碳排放权分配研究,"['廖志高', '阮梦颖']",广西职业技术学院学报,2022-08-28,期刊
产业关联视角下中国住宿业碳排放结构路径研究,"['贺腊梅', '查建平', '陈淄涵', '马思琦']",中国生态旅游,2022-08-28,期刊
绿色产业or黑色产业：旅游业碳排放统计边界的反思与重构,"['明庆忠', '常易']",中国生态旅游,2022-08-28,期刊
我国农业碳排放现状、问题与对策,"['王辰璇', '陈莉']",嘉应学院学报,2022-08-28,期刊
基于电网全过程链的变压器碳排放测算与评价研究框架及应用展望,"['鲁非', '张露', '卢仰泽', '黄泽琦']",湖北电力,2022-08-28,期刊
跨区域碳排放协同治理机制与政策设计——基于长三角一体化的案例分析,"['董玮', '祝婉贞', '秦国伟']",华东经济管理,2022-08-26 11:32,期刊
绿色投资、外商投资与二氧化碳排放——基于动态面板系统GMM与门槛效应分析,"['程思进', '任晓聪']",技术经济与管理研究,2022-08-26,期刊
,,,,
长江中游城市群碳排放强度与经济高质量发展耦合协调的时空演变及驱动因素,"['邝嫦娥', '李文意', '黄小丝']",经济地理,2022-08-26,期刊
黄土高原典型县域碳排放特征与时空格局——以庆城县为例,"['龙志', '孙颖琦', '郎丽霞', '陈兴鹏', '张子龙', '庞家幸']",干旱区研究,2022-08-25 17:35,期刊
稀土耐磨钢全生命周期碳排放及减碳路径分析,"['曹晓明', '班华', '袁晓鸣', '忠诚', '孙佳政']",包钢科技,2022-08-25,期刊
碳中和背景下完善我国碳排放核算体系的思考,['陈芳'],节能与环保,2022-08-25,期刊
我国碳排放权会计处理问题研究,['也尔森·也尔肯'],企业改革与管理,2022-08-25,期刊
粤港澳大湾区碳排放权交易制度的挑战及应对,"['李莉莎', '谭秋兰']",金融理论与教学,2022-08-25,期刊
“一带一路”沿线国家财政政策与碳排放的关系研究,['徐铖'],工信财经科技,2022-08-25,期刊
中国区域碳排放的影响因素及其空间溢出效应分析,"['查道中', '祁鹏']",淮北师范大学学报(哲学社会科学版),2022-08-25,期刊
南京地区办公建筑全生命周期碳排放测算,['张华娣'],建筑热能通风空调,2022-08-25,期刊
土地利用碳排放及低碳优化研究进展与趋势展望,"['易丹', '欧名豪', '郭杰', '韩逸', '易家林', '丁冠乔', '吴文俊']",资源科学,2022-08-25,期刊
基于排放系数法的校园碳排放核算,"['何东颖', '李翀潇', '覃福雨', '郑文亨']",西安工程大学学报,2022-08-24,期刊
不同出口贸易方式对碳排放增长影响的差异性研究,"['李永波', '阴俊宇']",中国石油大学学报(社会科学版),2022-08-20,期刊
电解铝行业碳排放现状和趋势分析,"['王旋', '许立松']",有色冶金节能,2022-08-20,期刊
基于结构分解的碳排放驱动因素及行业影响分析——以广东为例,"['张聪', '汪鹏', '赵黛青', '林泽伟', '董耿林']",科技管理研究,2022-08-20,期刊
双碳背景下广西食品行业碳排放分析及路径研究,"['刘演景', '黄春兰', '唐华臣', '龚俊铭', '朱婧']",食品工业,2022-08-20,期刊
绿色技术创新对碳排放绩效的影响研究——以东北地区为例,"['胡习习', '石薛桥']",湖北农业科学,2022-08-19 15:15,期刊
碳达峰背景下广东省班线客运企业二氧化碳排放核算方法研究,['孙志超'],交通节能与环保,2022-08-18 14:10,期刊
电热耦合系统全流程碳排放计量技术,"['袁加梅', '尤佳', '周永刚', '韩博韬', '丁建顺', '宋颖冬']",电测与仪表,2022-08-18 09:46,期刊
绿色金融对碳排放的影响研究——基于可调节的中介效应,"['余一枫', '刘慧宏']",科技与经济,2022-08-16 14:47,期刊
我国耕地碳排放时空特征与影响因素,"['徐玥', '王辉', '韩秋凤', '姜念念', '温丹丹']",江苏农业科学,2022-08-16,期刊
,,,,
甘肃省2010—2019年碳排放核算与碳中和能力分析,"['杨斌', '吴明艳', '刘鹏', '马啸宙']",环境生态学,2022-08-15,期刊
“双碳”目标下我国碳排放权交易会计的发展研究,"['杨博', '蔡兰英']",中国注册会计师,2022-08-15,期刊
我国碳排放权会计处理的相关思考,['党华'],中国乡镇企业会计,2022-08-15,期刊
制造业集聚背景下区域碳排放时空格局演变——以浙江省为例,['刘婕'],生产力研究,2022-08-15,期刊
基于EKC检验及Tapio模型的建设用地规模和碳排放耦合关系研究——以天津市为例,"['常青', '蔡为民']",农业与技术,2022-08-15,期刊
上海超低能耗建筑技术实践与LCA碳排放分析,"['汤民', '李峥嵘']",建设科技,2022-08-15,期刊
关于不同制粉工艺面粉生产碳排放的探讨,"['陈璐', '张麦琪', '李生龙', '朱晓月']",现代面粉工业,2022-08-15,期刊
广西地区土地利用与碳排放关联研究,"['曹丹娜', '杨小雄', '黎虹鑫', '唐令东']",绿色科技,2022-08-15,期刊
基于CiteSpace的中国土地利用碳排放知识图谱分析,"['王海宁', '陕永杰', '梁珏', '裴桐']",绿色科技,2022-08-15,期刊
中国三大城市群公路货运碳排放时空特征分析——基于NPP-VIIRS数据的研究,"['吕倩', '王涛']",北京信息科技大学学报(自然科学版),2022-08-15,期刊
基于LMDI模型的黄河流域碳排放时空差异及影响因素研究,"['陈锋', '张晶', '任娇', '向燕芸', '李倩']",地球环境学报,2022-08-15,期刊
山西省县域碳排放时空格局及影响因素分析,"['赵文婷', '罗淑贞', '原晓红', '张强', '杨方社', '刘跃廷', '谢文豪']",环境科学与技术,2022-08-15,期刊
基于VAR模型的广东省土地利用碳排放影响因素研究,"['张余', '姜博', '赵映慧']",福建农业学报,2022-08-15,期刊
生产率视角下碳排放对粮食经济增长的影响因素研究,['徐启凤'],江西农业学报,2022-08-15,期刊
建筑领域碳排放核算研究综述,"['赵民', '王思雨', '康维斌', '李杨', '孟祥兆']",暖通空调,2022-08-12 14:14,期刊
交通隧道工程碳排放核算及研究进展分析,"['郭春', '郭亚林', '陈政']",现代隧道技术,2022-08-12 12:04,期刊
上海市建筑碳排放核算研究,"['黄蓓佳', '崔航', '宋嘉玲', '俞海勇']",上海理工大学学报,2022-08-11 18:03,期刊
城市交通碳排放趋势与减排对策研究——以上海市为例,"['史丹', '叶云岭']",现代管理科学,2022-08-10,期刊
双碳背景下企业碳排放权会计核算问题研究,"['张丽宏', '邢晓昀']",质量与市场,2022-08-10,期刊
东北三省土地利用碳排放时空格局及影响因素研究,"['张余', '姜博', '赵映慧', '赵毅', '邹铁安', '薛睿']",地域研究与开发,2022-08-10,期刊
,,,,
黄河流域碳排放效率的区域差异、收敛性及影响因素,"['宋敏', '邹素娟']",人民黄河,2022-08-10,期刊
整体装配式混凝土住宅建筑全生命期碳排放研究,"['钟春玲', '蔡笑天']",砖瓦,2022-08-10,期刊
黄河流域碳排放权省域分配及碳减排潜力评估——基于2030年碳强度目标,"['宋敏', '邹素娟']",科技管理研究,2022-08-10,期刊
建筑业碳排放研究的知识图谱可视化分析,"['魏好如意', '陈艳', '李龙', '汪竹英']",河南工业大学学报(社会科学版),2022-08-10,期刊
空间互动视角下的土地集约利用碳排放效应分析,"['张苗', '彭山桂', '刘璇']",资源开发与市场,2022-08-08 08:40,期刊
农业农村碳排放及其与现代化水平的关系——基于江苏省的实证分析,"['曹明霞', '高珊', '李丹']",安徽农业科学,2022-08-08,期刊
“双碳”目标愿景下我国碳排放交易市场的法律规制研究,"['王海晶', '王亚萍']",社会科学动态,2022-08-08,期刊
碳达峰碳中和背景下中国物流业碳排放影响因素研究,['樊琳梓'],供应链管理,2022-08-08,期刊
面向碳达峰的电力行业碳排放交易与可持续发展,"['姚明', '邬靖', '李林耘']",电器工业,2022-08-05,期刊
中国省域碳排放特征与碳减排路径研究,"['曹俊文', '张钰玲']",生态经济,2022-08-05,期刊
基于全寿命期理论的绿色建筑碳排放研究,"['王清勤', '孟冲', '朱荣鑫', '李嘉耘']",当代建筑,2022-08-05,期刊
碳排放权交易能否助力实现“双碳”目标？——来自能源供给侧与消费侧的异质性证据,"['邵帅', '徐乐', '章绍一']",兰州大学学报(社会科学版),2022-08-02 16:07,期刊
湖北省交通运输业碳排放测算及影响因素分解,"['刘妍慧', '栗洋']",统计与决策,2022-08-02 15:52,期刊
碳排放权交易促进地区产业结构优化升级了吗?,"['刘满凤', '程思佳']",管理评论,2022-07-31,期刊
空间视角下金融创新、产业结构升级与碳排放的关系研究,"['杨筱茜', '蔡林美', '张金锁']",西安科技大学学报,2022-07-31,期刊
上海市能源消费碳排放因子分解分析,['常先林'],上海节能,2022-07-31,期刊
基于4E平衡的碳排放因素分解与峰值预测方法,"['吉兴全', '赵国航', '于一潇', '张玉敏', '杨明', '张旋']",高电压技术,2022-07-31,期刊
碳排放强度与能耗强度线性关系研究,"['葛斌', '王军霞', '陈乾坤']",环境监控与预警,2022-07-30,期刊
交通运输业不同方式碳排放因子水平比较研究,"['吴雪妍', '毛保华', '周琪', '黄俊生', '童瑞咏']",华东交通大学学报,2022-07-28 09:01,期刊
双碳政策下碳排放与经济增长脱钩关系研究——基于安徽、江苏和浙江地级市的经验证据,"['沈旺', '江争红']",煤炭经济研究,2022-07-28,期刊
,,,,
“双碳”目标下闽三角碳排放脱钩状态及驱动机制分析,"['侯丽朋', '王琳', '钱瑶', '唐立娜']",生态学报,2022-07-27 12:29,期刊
碳排放权交易政策试点与能源环境效率——来自中国287个地级市的实证检验,"['刘海英', '郭文琪']",西安交通大学学报(社会科学版),2022-07-27 08:40,期刊
综合交通运输系统碳排放预测的不确定性分析,"['张晔', '宋国华', '尹航', '徐双亿', '张泽禹']",交通运输工程与信息学报,2022-07-26 15:41,期刊
我国华东地区污染土壤异位热脱附修复碳排放及减排策略,"['刘爽', '陈盼', '宋慧敏', '陈恺', '李慧', '王飞坤', '李沛烨', '佟星睿']",环境工程学报,2022-7-26 9:23,期刊
中国对外贸易隐含碳排放及省际转移研究——基于环境投入产出模型的分析框架,"['兰天', '韩玉晶']",中南大学学报(社会科学版),2022-07-26,期刊
低碳经济下碳排放权的会计处理研究,['孔德怡'],国际商务财会,2022-07-25,期刊
我国城市碳排放核算：国际统计标准测度与方法构建,"['徐丽笑', '王亚菲']",统计研究,2022-07-25,期刊
碳排放权证券化路径研究——基础资产和交易结构的视角,"['幸丽霞', '王雅炯']",经济体制改革,2022-07-25,期刊
合肥市农业生产碳排放脱钩分析及峰值预测,"['刘鹏凌', '黄靖辉', '叶露放', '李想']",安徽农业大学学报(社会科学版),2022-07-25,期刊
长江三角洲一体化区域扩容对城市碳排放强度的影响评估与机制,"['闫东升', '孙伟']",资源科学,2022-07-25,期刊
长三角城市群碳排放强度的空间效应及影响因素——基于产业转移视角,"['朱泳丽', '丁利杰']",资源科学,2022-07-25,期刊
中国工业碳排放驱动因素及其脱钩效应——基于时变参数C-D生产函数的分解和测算,"['袁伟彦', '方柳莉', '罗明']",资源科学,2022-07-25,期刊
中国工业碳排放绩效时空特征及技术创新影响机制,"['张悦', '王晶晶', '程钰']",资源科学,2022-07-25,期刊
环鄱阳湖县域新型城镇化对碳排放强度的空间溢出效应,"['李硕硕', '刘耀彬', '骆康']",资源科学,2022-07-25,期刊
中国八大经济区碳排放驱动因素研究——基于时空技术异质性视角,"['丁涛', '杨洁', '宋平凡']",软科学,2022-07-22 13:58,期刊
中国土地利用碳排放变化及协调分区,"['李缘缘', '魏伟', '周俊菊', '郝瑞军', '陈帝伯']",环境科学,2022-07-21 14:41,期刊
碳达峰背景下中国农业碳排放测算及其时空动态演变,"['黄晓慧', '杨飞']",江苏农业科学,2022-07-20,期刊
电炉熔制法岩棉工厂碳排放与减排技术研究,"['胡细来', '张宝华', '杨旭', '郝宁', '张曼']",混凝土世界,2022-07-20,期刊
面向碳中和的汽车行业碳排放核算,"['张庭婷', '梁晓静', '吕强', '余浩', '谢晓敏']",汽车工程学报,2022-07-20,期刊
不同类型资本偏向性技术进步对碳排放效率的影响,"['岳立', '韩亮']",科技管理研究,2022-07-20,期刊
,,,,
