Name,Author,Source,Date,Data
长江经济带物流业碳排放的脱钩及影响因素研究,"['庞欣玥', '仲云云']",物流科技,2022-07-20,期刊
能源碳排放的空间估算研究进展,"['孔潇扬', '李琦']",测绘科学,2022-07-19 16:40,期刊
生命周期天然气与汽油乘用车碳排放对比研究,"['张德福', '邹博文', '乐中耀', '兰楠', '李静波', '陈万应']",中国汽车,2022-07-19,期刊
中国重型货车全生命周期碳排放及减排潜力研究,"['刘焕然', '张妍', '孙锌', '张红杰', '赵明楠', '徐树杰']",中国汽车,2022-07-19,期刊
能耗“双控”向碳排放“双控”转变的实施路径研究,"['谢典', '高亚静', '芦新波', '刘天阳', '赵良', '赵勇']",综合智慧能源,2022-07-19,期刊
重工业城市建筑业碳排放核算与预测研究,"['魏光普', '康瑜', '范浩文', '于晓燕', '马明']",生态经济,2022-07-15 16:05,期刊
异质性环境税收、税制功能偏差与城市建设用地碳排放生态效率,"['钟成林', '陈紫燕', '胡雪萍']",税务与经济,2022-07-15,期刊
基于土地利用变化的广西碳排放时空差异分析,"['梁博', '杨小雄']",南方自然资源,2022-07-15,期刊
关于金融机构碳排放核算难点问题的思考,['陈晋'],绿色财会,2022-07-15,期刊
金融视角下碳排放权价格波动的多因素研究——以湖北省为例,"['江世银', '姜俞', '魏建华', '王越']",武汉金融,2022-07-15,期刊
甘肃省农村金融对农业碳排放的影响,"['马晶', '陈强强']",生产力研究,2022-07-15,期刊
结构视域下自主技术创新对工业碳排放的影响及趋势预测,"['刘朝', '王梓林', '原慈佳']",中国人口·资源与环境,2022-07-15,期刊
农业碳排放的测度与脱钩弹性研究——以贵州省为例,"['张再杰', '陆品妮']",农村经济与科技,2022-07-15,期刊
东北地区城市土地利用碳排放效应研究,"['张余', '姜博', '赵映慧', '赵毅']",环境科学与技术,2022-07-15,期刊
生态文明先行示范区建设对碳排放强度的影响,"['汪克亮', '许如玉', '张福琴', '苗壮']",中国人口·资源与环境,2022-07-15,期刊
造纸行业碳排放研究现状及发展趋势可视化分析,"['何旭丹', '李永智', '贾学桦', '张亮', '王焕松', '程言君']",中国造纸,2022-07-15,期刊
碳排放权交易会计处理研究——基于各方专业机构意见比较分析,"['陶舒娅', '罗丹雨', '刘书余']",新会计,2022-07-15,期刊
碳排放权交易对物价的影响,"['谢羚眉', '王成']",环境保护与循环经济,2022-07-15,期刊
人工智能技术对碳排放的影响,"['薛飞', '刘家旗', '付雅梅']",科技进步与对策,2022-07-13 12:10,期刊
基于区块链的碳排放审计流程优化研究,"['吴花平', '刘自豪']",中国注册会计师,2022-07-13,期刊
,,,,
碳排放权资产确认与计量争议及改进——以煤电企业为例,"['于方芳', '曾玉林', '朱玉玺']",财会研究,2022-07-12,期刊
低碳试点政策是否提高了城市碳排放效率——基于低碳试点城市的准自然实验研究,"['郭沛', '梁栋']",自然资源学报,2022-07-12,期刊
碳排放会计处理研究——以R发电厂为例,['常姗'],老字号品牌营销,2022-07-10,期刊
碳中和趋势下产业集聚对物流业碳排放水平的作用机制,['杨川'],商业经济研究,2022-07-10,期刊
我国物流企业碳排放管理体系建设研究,"['刘然', '刘哲', '赵洁玉', '崔丹丹', '蒋浩', '岳高']",物流技术与应用,2022-07-10,期刊
基于文献计量的国内外碳排放权交易研究现状分析,"['李涛', '宋志成', '石梦舒', '马裕泽']",科技管理研究,2022-07-10,期刊
清洁生产补贴、收入分配失衡与碳排放权再分配机制研究,"['范庆泉', '刘净然', '王竞达']",世界经济,2022-07-10,期刊
宁夏碳排放影响因素与碳达峰预测,"['李俊杰', '刘湘']",中南民族大学学报(人文社会科学版),2022-07-10,期刊
农村金融发展对农业碳排放影响研究——以河南省17个省辖市为例,"['徐文成', '毛彦军', '屈小爽']",征信,2022-07-08 16:53,期刊
中国能源消费碳排放的空间化与时空动态,"['郝瑞军', '魏伟', '刘春芳', '颉斌斌', '杜海波']",环境科学,2022-07-08 08:43,期刊
基于IPCC清单编制法的碳排放现状分析,"['代丽娟', '马琼', '侯玉龙']",中国市场,2022-07-08,期刊
就地热再生沥青路面建设期能耗与碳排放分析,"['陈宇亮', '黄毅', '彭孝南', '王宏祥']",长安大学学报(自然科学版),2022-07-07 17:21,期刊
装配式建筑施工阶段碳排放测算研究,"['谢婉君', '李晓娟', '杨婷', '林金错', '黄身州', '徐礼盛']",工程管理学报,2022-07-05 10:06,期刊
数字金融发展与碳排放关系探究——基于低碳技术创新视角,"['舒龙龙', '施若']",商业经济,2022-07-05,期刊
基于地理探测器的中国碳排放时空分布特征及驱动因素研究,"['田娟娟', '张金锁']",生态经济,2022-07-05,期刊
考虑碳排放的综合能源系统储能优化配置研究,"['李剑锋', '郝晓光', '曾四鸣', '陈泽西', '蒋思宇', '张德隆', '李美成', '马瑞']",中国测试,2022-07-04 12:06,期刊
多维视角家庭碳排放驱动因素及脱钩效应分析——以陕西省为例,"['尚梅', '张风斌', '胡振']",数学的实践与认识,2022-07-04 09:26,期刊
碳排放监测预警体系研究——基于中国省级相关数据的分析,"['韩少秀', '朱美峰', '刘慧洁', '宋迎昌']",生态经济,2022-07-04,期刊
外国直接投资、政府治理与碳排放——来自中国-东盟自由贸易区10个国家的证据,"['盛妮', '谭宓']",生态经济,2022-07-04,期刊
甘肃省行业碳排放影响因素及脱钩努力研究,"['吴茜', '陈强强']",干旱区地理,2022-07-01 10:24,期刊
,,,,
中国碳排放权交易市场:成效、现实与策略,['陈星星'],东南学术,2022-07-01,期刊
异质性劳动力集聚对区域碳排放的影响研究,"['赫永达', '林伯强']",人口学刊,2022-07-01,期刊
京津冀地区碳排放效率的空间关联网络研究,"['李婷', '郭慧龙']",河北环境工程学院学报,2022-06-30 19:34,期刊
江苏省碳排放影响因素及脱钩弹性研究——基于LMDI和Tapio脱钩模型视角,"['杨钊', '曹广喜']",江西理工大学学报,2022-06-30,期刊
国内外建筑业碳排放的研究评述——基于Citespace的计量分析,"['吕雨彤', '祝连波', '林家南', '黄一雷']",上海节能,2022-06-29,期刊
江西省碳排放效率测度及影响因素研析,['林峰'],现代企业,2022-06-29,期刊
碳排放核算与碳绩效评价——以“范围三”为研究对象,"['谈多娇', '胡志鹏']",财会月刊,2022-06-28 08:44,期刊
长江经济带旅游业碳排放强度的时空演变及其影响因素,"['伍卓', '林宣任']",南华大学学报(社会科学版),2022-06-28,期刊
碳达峰、碳中和目标下碳排放权的权利构造与应然理路,['杨博文'],河海大学学报(哲学社会科学版),2022-06-25,期刊
基于DEA模型的安徽省农业碳排放效率测算及分析,"['王苗苗', '徐子悦']",宝鸡文理学院学报(自然科学版),2022-06-25,期刊
基于三阶段SM-DEA-Malmquist指数的长江经济带碳排放效率研究,"['李根忠', '朱洪亮']",运筹与管理,2022-06-25,期刊
绿色建筑全生命周期碳排放计算实践与探讨——以重庆市设计院建研楼工程为例,"['蒋超', '谢崇实', '黎昆']",重庆建筑,2022-06-25,期刊
碳排放数据质量问题及提升建议,"['龙迪', '范丹婷', 'Huw Slater', '田丹宇', '解瑞丽', '阳平坚']",环境保护,2022-06-25,期刊
黄河流域城市群金融集聚对碳排放影响效应研究,['袁方'],西部金融,2022-06-25,期刊
我国省域消费侧碳排放责任分配的再测算——基于责任共担和技术补偿的视角,['王文治'],统计研究,2022-06-25,期刊
我国畜禽养殖业碳排放研究进展,"['翟郧秋', '张芊芊', '刘芳', '应光国', '柳王荣']",华南师范大学学报(自然科学版),2022-06-25,期刊
城市客运交通规划的碳排放估算方法,"['金昱', '苏红娟']",交通运输研究,2022-06-25,期刊
我国公路交通网碳排放监测体系构建关键问题与应对思考,"['杨飞', '王嘉鑫', '田红', '周涛']",交通运输研究,2022-06-25,期刊
中国机动车碳排放估算的研究进展,"['滕文焘', '张芊芊', '刘芳', '应光国']",华南师范大学学报(自然科学版),2022-06-25,期刊
我国碳排放权交易市场税收政策研究,"['郝宝爱', '白金梅']",山西财政税务专科学校学报,2022-06-25,期刊
,,,,
经济政策不确定性对中国碳排放的对称与非对称影响,"['刘妍', '赵晶', '李晨']",资源科学,2022-06-25,期刊
公共机构实施碳排放定额管理基础与展望,['邹圣锋'],中国能源,2022-06-25,期刊
黄河流域省区隐含碳排放及其碳转移研究,"['康彦霞', '马忠']",资源开发与市场,2022-06-24 16:21,期刊
基于LMDI分解的中国制造业碳排放驱动因素分析,"['刘小丽', '王永利']",统计与决策,2022-06-24 09:06,期刊
产业结构升级对分部门碳排放的时变影响,"['陈雪梅', '周斌']",技术经济与管理研究,2022-06-24,期刊
基于实时监测的燃煤机组碳排放特性研究,"['刘科', '杨兴森', '王太', '董信光', '张利孟', '张绪辉', '袁森', '辛刚', '高嵩']",热力发电,2022-06-23 09:37,期刊
基于夜间灯光数据整合的县级尺度碳排放时空格局演变研究——以哈长城市群为例,"['赵乘锐', '李鑫', '张鹏', '张栩嘉']",大众标准化,2022-06-23,期刊
石化项目碳排放环境影响评价问题与建议——以某PTA项目为例,"['刘诗成', '何玉川']",广东化工,2022-06-23,期刊
铁路运营期碳排放特征及减排路径思考,"['任南琪', '许志成', '鲁垠涛', '姚宏']",铁道标准设计,2022-06-22 15:38,期刊
数字经济、绿色技术创新与碳排放——来自中国城市层面的经验证据,"['郭丰', '杨上广', '任毅']",陕西师范大学学报(哲学社会科学版),2022-06-22 09:23,期刊
绿色信贷对碳排放的影响研究——基于PSTR模型和SDM模型的实证分析,"['王金涛', '黄恒']",当代经济管理,2022-06-21 17:07,期刊
西部地区县域碳排放核算及主体功能区解析——以四川省为例,"['王正', '周侃', '樊杰']",生态学报,2022-06-21 11:47,期刊
污染土壤稳定化碳排放计算方法及案例研究,"['周实际', '孙慧洋', '李颖臻', '袁航', '冯亚松', '杨玉玲', '杜延军']",中国环境科学,2022-6-21 11:02,期刊
辽中南城市群城市扩张及其碳排放效应,"['邢梓涵', '李晓燕', '石振宇', '古丽娜尔·索尔达汗', '吴海涛']",自然资源遥感,2022-06-20 10:36,期刊
碳排放权交易的碳减排效应——基于长江经济带的分析,"['屈梦杰', '毛莹', '张三丰', '刘映']",河北金融,2022-06-20,期刊
碳中和背景下企业碳排放信息披露问题及对策,['高明华'],财经界,2022-06-20,期刊
工业企业技术创新与碳排放效率耦合协调时空分异及响应研究,"['冯俊华', '韩美', '郑广文', '薛俭']",管理现代化,2022-06-20,期刊
核岛暖通系统设计阶段的运行碳排放分析,['杨莉'],暖通空调,2022-06-16,期刊
基于“三线一单”生态环境分区管控体系的碳排放管控探索与实践：以三亚市为例,"['张晰月', '杨莉', '吕春英', '汪自书', '常照其']",环境与可持续发展,2022-06-16,期刊
低碳经济视域下碳排放权交易的会计探究,['王微'],湖北开放职业学院学报,2022-06-15,期刊
,,,,
碳标签制度下三级供应链定价与碳排放决策研究,"['尚钱龙', '张云丰', '龚本刚', '程永宏']",安徽工程大学学报,2022-06-15,期刊
人口结构对碳排放的影响研究——基于空间杜宾模型和门限回归模型分析,"['刘云龙', '常先林', '黄承锋']",环境科学与管理,2022-06-15,期刊
碳排放与资产定价——来自中国上市公司的证据,"['王浩', '刘敬哲', '张丽宏']",经济学报,2022-06-15,期刊
数字金融与碳排放：基于微观数据和机器学习模型的研究,"['王元彬', '张尧', '李计广']",中国人口·资源与环境,2022-06-15,期刊
土地出让市场化的碳排放效应及传导机制——基于产业结构中介视角,"['刘璇', '许恒周', '张苗']",中国人口·资源与环境,2022-06-15,期刊
土地利用隐性转型与土地利用碳排放空间关联研究,"['张玥', '代亚强', '陈媛媛', '柯新利']",中国土地科学,2022-06-15,期刊
京津冀地区碳排放影响因素研究——基于扩展STIRPAT模型,"['张攀路', '都沁军']",国土资源科技管理,2022-06-15,期刊
京津冀及周边“2+26”城市碳排放强度时空演变规律及影响因素分析,"['刘鹏振', '张力元', '董会忠']",环境污染与防治,2022-06-15,期刊
基于“三生空间”的重庆市碳排放增长机理及趋势预测,"['郭莉', '白丽芳', '王超越', '刘艺璇', '杨玉筝', '郭先华']",环境污染与防治,2022-06-15,期刊
基于VECTO的商用车中国工况碳排放仿真,"['施佳能', '李粟', '张佑源', '汪晓伟', '高涛']",内燃机与动力装置,2022-06-15,期刊
基于LMDI模型的能源系统碳排放影响因素分析,"['郭玉杰', '张一瑾', '杨馥源', '田雪沁', '王海猷']",分布式能源,2022-06-15,期刊
小城镇土地利用变化对碳排放的影响及优化策略研究——以浙江省长兴县为例,"['冷红', '肇禹然', '于婷婷']",现代城市研究,2022-06-15,期刊
碳排放权法律属性的二元界定,"['王莉', '闫媛媛']",山东科技大学学报(社会科学版),2022-06-15,期刊
福建省土地利用变化碳排放时空差异与碳补偿,"['周萍', '陈松林', '李晶', '李晨欣']",水土保持通报,2022-06-15,期刊
不同生命周期阶段的家庭碳排放特征及减排对策,"['向华丽', '邵秋晗']",人口与社会,2022-06-15,期刊
广西东融发展片区碳排放时空特征及其驱动因素,"['魏锋', '韦燕飞', '童新华']",水土保持通报,2022-06-15,期刊
碳排放与新能源市场动态研究,['付慧婕'],环渤海经济瞭望,2022-06-15,期刊
中国省际碳排放强度时空演变及驱动因素研究,"['原嫄', '孙欣彤']",环境科学与技术,2022-06-15,期刊
黄河流域经济增长中的碳排放尾效分析,"['江永红', '朱玉玉']",安阳工学院学报,2022-06-14,期刊
基于STIRPAT模型的中国海洋渔业碳排放驱动因素研究,"['曹俐', '范黎明']",海洋开发与管理,2022-06-10 14:42,期刊
,,,,
关于推进碳排放权交易市场配额合理分配的分析与思考,['张修凡'],黄河科技学院学报,2022-06-10,期刊
中国交通碳排放驱动因素分析——基于脱钩理论与GFI分解法,"['宋德勇', '宋沁颖', '张麒']",科技管理研究,2022-06-10,期刊
“双碳”目标下河南省建筑碳排放量化分析及减排对策研究,['白蕾'],河南科技,2022-06-10,期刊
绿色发展  以重庆为例对畜禽养殖碳排放的测算研究,"['何道领', '韦艺媛', '刘羽', '朱燕', '陈红跃']",养猪,2022-06-10,期刊
基于LMDI的安徽省物流业碳排放测算及影响因素研究,['姜乐平'],物流技术与应用,2022-06-10,期刊
长三角经济增长与碳排放异速关系及形成机制,"['李在军', '尹上岗', '姜友雪', '吕玉兰']",自然资源学报,2022-06-09,期刊
浙江省都市区碳排放时空演变及其影响因素,"['顾张锋', '徐丽华', '马淇蔚', '施益军', '陆张维', '吴亚琪']",自然资源学报,2022-06-09,期刊
结合“珞珈一号”夜间灯光与城市功能分区的广州市碳排放空间分布模拟及其影响因素分析,"['卢奕帆', '梁颖然', '卢思言', '肖钺', '何小钰', '林锦耀']",地球信息科学学报,2022-06-09,期刊
多情景下中国造纸行业碳排放峰值预测研究——基于可拓展的随机性环境评估模型,"['许向阳', '胡佳男']",林业经济,2022-06-08 10:42,期刊
金融资源配置效率、产业结构升级对中小城市碳排放影响研究——以广东省湛江市为例,['文江盼'],现代商业,2022-06-08,期刊
碳汇、碳排放权交易局限性与碳税制度效用,"['高桂林', '窦一博']",企业经济,2022-06-07 16:32,期刊
基于交通大数据的广东省高速公路碳排放计量模型与空间格局,"['李苑君', '吴旗韬', '王长建', '吴康敏', '张虹鸥', '金双泉']",热带地理,2022-06-07 14:38,期刊
财政压力、高能耗企业与碳排放——基于教育事权改革的准自然实验,"['马恩涛', '杨璇']",财贸经济,2022-06-07 11:45,期刊
基于STIRPAT模型的武汉市碳排放情景分析,['余利丰'],湖北理工学院学报,2022-06-07,期刊
考虑省际贸易结构的中国碳排放变化的驱动因素分析,"['潘晨', '李善同', '何建武', '周鹏', '周德群']",管理评论,2022-06-06 10:20,期刊
能源企业碳排放权融资实践与思考,['金上'],能源,2022-06-05,期刊
国外汽车碳排放标准进展及对我国的启示,"['孙锌', '孙亮', '张红杰', '赵明楠', '张铜柱', '吕彬']",中国标准化,2022-06-05,期刊
旅游经济发展与碳排放脱钩关系研究——以福建省为例,"['俞霞', '吴德进']",福建论坛(人文社会科学版),2022-06-05,期刊
中国县域碳排放时空演变与异质性,"['宋苑震', '曾坚', '王森', '梁晨']",环境科学,2022-06-02 15:45,期刊
科技创新提高碳排放效率了吗?,"['孙景兵', '薛倩']",生态经济,2022-06-02,期刊
,,,,
建设用地碳排放驱动因子及脱钩效应贡献分析——以安徽省为例,"['刘芳', '吕宁']",生态经济,2022-06-01,期刊
浅议我国碳排放权初始配额分配机制,"['田晓丽', '侯忠男']",时代金融,2022-06-01,期刊
基于LMDI模型的福建省建筑领域碳排放影响因素研究,['陈定艺'],福建建筑,2022-06-01,期刊
长三角地区生产性服务业集聚与碳排放效率——基于SDM与PTR模型的实证检验,"['聂永有', '姚清宇']",工业技术经济,2022-05-31,期刊
陕西省行业碳排放的投入产出分解,"['宋建波', '程俣卿']",中国科技信息,2022-05-31,期刊
国外建筑业碳排放权发展态势的可视化研究——基于CiteSpace软件的计量分析,"['林家南', '祝连波', '吕雨彤', '林仕立', '黄一雷']",上海节能,2022-05-31,期刊
长三角城市群旅游业碳排放脱钩效应测度与空间分异,"['黄美忠', '黄晓坤']",中南林业科技大学学报,2022-05-30 17:51,期刊
住宅小区景观植物种植养护阶段碳排放测算及减碳策略研究——以南京市江宁区某小区为例,"['薛甦阳', '朱建君', '胡承兴', '徐霄枭', '张家阳']",建设科技,2022-05-30,期刊
碳中和背景下的碳排放权价格影响因素比较分析,"['章艺乘', '周星宇']",中国市场,2022-05-28,期刊
基于土地利用的青岛市碳排放变化特征与预测,"['张晓光', '张赢心', '李士美', '尹建国']",地理空间信息,2022-05-28,期刊
出口的就业与碳排放效应是否平衡?——基于价值链分工视角的研究,"['潘晨', '张红梅', '祝灵秀', '何建武', '李善同']",中国软科学,2022-05-28,期刊
相对金融发展、能源消耗对二氧化碳排放的影响——基于1990—2015年数据的实证分析,"['王芬芬', '朴光姬', '李芳']",华北金融,2022-05-27 11:12,期刊
我国碳排放价格与煤炭期货价格的传导机制研究,"['燕志鹏', '于泽民', '顾新莲']",经济问题,2022-05-27,期刊
智能增材建造与传统施工建造混凝土结构物化阶段碳排放比较分析,"['张治成', '贾铖修', '孙晓燕', '罗飞']",混凝土,2022-05-27,期刊
战略性新兴产业空间结构对城市碳排放强度的影响——基于兰西城市群企业大数据的考察,"['郭爱君', '张永年', '杨春林']",城市问题,2022-05-27,期刊
双碳背景下京津冀物流业碳排放脱钩及影响因素研究,"['李健', '白子毅', '李柏桐']",城市问题,2022-05-27,期刊
近20年重庆市主城区碳排放的时空动态演进及其重心迁移,"['向书江', '杨春梅', '谢雨琦', '王丹', '王子芳', '高明']",环境科学,2022-05-26 14:17,期刊
中国制造业对外直接投资的母国碳排放效应研究,['杨琴'],技术经济与管理研究,2022-05-26,期刊
济宁市企业碳排放配额清缴情况、存在问题及建议,['马慧'],节能与环保,2022-05-25,期刊
数字金融、科技创新与碳排放——基于省级面板数据的实证分析,"['王文静', '胡辰净']",天津商业大学学报,2022-05-25,期刊
,,,,
以S公司为例浅谈“双碳”背景下我国碳排放权交易现状及会计核算,['闫隆平'],冶金财会,2022-05-25,期刊
集成打包箱式房屋全生命周期碳排放研究,"['段振兴', '朱强强', '穆洪星', '魏重阳', '孙浩']",施工技术(中英文),2022-05-25,期刊
基于倾向得分匹配模型的工业碳排放驱动路径研究,['施心怡'],统计科学与实践,2022-05-25,期刊
山东省碳排放的空间演进与建议,['郭庆'],低碳世界,2022-05-25,期刊
近20年武汉市土地利用碳排放时空演变分析,"['李嘉乐', '胡红兵']",低碳世界,2022-05-25,期刊
广西碳排放影响因素分析和预测,"['韦海鸣', '吴嘉越']",南宁师范大学学报(哲学社会科学版),2022-05-25,期刊
江西省土地利用碳排放空间格局及碳平衡分区,"['杨静媛', '张明', '多玲花', '肖圣', '赵昱茜']",环境科学研究,2022-05-24 14:59,期刊
追溯全球价值链中跨国公司的碳排放:基于在华和在美外资企业碳排放的比较,['闫云凤'],国际经贸探索,2022-05-24,期刊
中国航空碳排放及其效率时空演化特征分析,"['李玲玲', '韩瑞玲', '张晓燕']",生态学报,2022-05-23,期刊
基于系统动力学的民勤绿洲农业系统碳排放仿真模拟研究,"['陈军娟', '燕振刚', '李薇', '李广']",西南农业学报,2022-05-20 17:27,期刊
国内碳排放权交易综合性立法刍议,"['梅鑫', '丁粮柯']",行政与法,2022-05-20,期刊
空调能耗对建筑碳排放的影响,['蒋敏政'],绿色建筑,2022-05-20,期刊
环境规制对碳排放影响研究进展及未来展望,"['徐鹏', '包存宽']",科技管理研究,2022-05-20,期刊
脱碳型炼油厂全流程碳排放分析及减排策略,['曲宏亮'],当代石油石化,2022-05-20,期刊
数字普惠金融对城市全要素碳排放生产率的影响,"['姚凤阁', '王天航', '谈丽萍']",商业研究,2022-05-20,期刊
耕地利用转型碳排放时空分异特征与形成机理研究,"['盖兆雪', '詹汶羲', '王洪彦', '杜国明']",农业机械学报,2022-05-19 13:46,期刊
碳排放权交易试点的区域减排效应——基于PSM-DID模型,"['毛莹', '屈梦杰', '曾利珍']",科技和产业,2022-05-19,期刊
OECD成员国碳排放效率时空演变与影响因素研究,"['李潇潇', '张振东']",河北环境工程学院学报,2022-05-18 10:55,期刊
基于隐含碳排放的中国纺织品外贸研究,"['吝欣如', '刘彤', '钱羽佳']",全国流通经济,2022-05-18,期刊
县域尺度农业碳排放效率与粮食安全的关系,"['杨青林', '赵荣钦', '赵涛', '胡月明', '张益平', '朱瑞明']",中国农业资源与区划,2022-05-17 17:16,期刊
,,,,
基于碳汇功能的省域农业碳排放及减排潜力研究——以中国三种主要粮食作物为例,"['王雅楠', '张琪琳', '陈伟']",重庆社会科学,2022-05-16,期刊
我国交通运输业碳排放分析,['李政'],综合运输,2022-05-15,期刊
碳排放的产业空间版图、省际转移与中国碳达峰,"['胡安俊', '孙久文']",经济纵横,2022-05-15,期刊
产业园区规划碳排放评价,"['邵伟', '肖伟龙', '陈亮']",环境生态学,2022-05-15,期刊
重庆市能源消费碳排放动态特征及驱动因素分解,"['唐志欣', '肖鹏', '张丹', '谢耕', '张云怀']",环境影响评价,2022-05-15,期刊
土地利用碳排放研究进展与展望,"['邓康龙', '汪倩倩', '陈欣悦', '曾小雨', '徐裕焕', '武慧君']",绿色科技,2022-05-15,期刊
深圳市建筑装饰工程碳排放计算及分析研究,"['王欣', '吴昊', '戎鑫', '于路港']",建筑技术,2022-05-15,期刊
优化碳排放统计核算体系之我见,"['尹旼', '谢珣子']",中国统计,2022-05-15,期刊
旅游碳排放研究进展,"['李楠博', '陈晓煜']",长春理工大学学报(社会科学版),2022-05-15,期刊
区域经济增长与碳排放的脱钩：基于汉江生态经济带的实证分析,"['康文梅', '夏克郁']",企业经济,2022-05-13 14:51,期刊
碳排放权的法律属性分析——兼论碳排放权与碳排放配额的关系,['李素荣'],南方金融,2022-05-10 08:57,期刊
基于Kaya模型的碳排放达峰实证研究,"['唐杰', '崔文岳', '温照杰', '曾元', '王东']",深圳社会科学,2022-05-10,期刊
城市铁路交通枢纽地区整体碳排放量化研究——以武昌火车站交通枢纽区为例,"['毛骏亚', '周思月', '季群峰', '李传成']",华中建筑,2022-05-10,期刊
陕西省能源消费碳排放估算及碳减排对策,['殷腾飞'],中小企业管理与科技,2022-05-10,期刊
我国碳期权产品研发设计——以碳排放配额为基础标的,"['李竹薇', '卢雪姣', '杨倩倩', '王晓姗']",投资研究,2022-05-10,期刊
全产业链视角下建筑碳排放路径模拟:基于RICE-LEAP模型,"['洪竞科', '李沅潮', '郭偲悦']",中国环境科学,2022-05-09 14:55,期刊
黄河流域制造业碳排放强度及绿色低碳转型研究,"['樊西锋', '李蕾', '苑嘉欣']",国有资产管理,2022-05-08,期刊
金融发展对碳排放强度影响的空间效应研究,"['莫姝', '王婷']",环境科学与技术,2022-05-07 17:59,期刊
中国建筑业碳排放空间关联网络结构及其影响因素分析,"['乐保林', '徐少君']",浙江理工大学学报(社会科学版),2022-05-07 13:00,期刊
江苏省第二产业发展与碳排放关系研究——基于1987—2018年时间序列数据的实证分析,"['江心英', '朱蓉']",生态经济,2022-05-07,期刊
,,,,
中部地区碳排放测度及其驱动因素动态特征研究,"['杨振', '李泽浩']",生态经济,2022-05-07,期刊
基于LMDI-PDA-MMI分解法的我国产业体系碳排放驱动因素研究,"['郑蕊', '刁书琪']",生态经济,2022-05-07,期刊
电动汽车运行阶段碳排放因子影响因素研究,"['唐一媛', '毛保华', '周琪', '高琦琦']",交通节能与环保,2022-05-06 16:58,期刊
发电行业碳排放管理路径研究,"['葛然', '杜峰']",中国电力企业管理,2022-05-05,期刊
我国碳排放权会计应用的现实问题及改进建议——以A股电力行业上市公司为例,['田丰'],财务与会计,2022-05-05,期刊
金融集聚、产业结构升级与碳排放,['周秀君'],高师理科学刊,2022-04-30,期刊
数字金融发展与家庭消费碳排放,"['王军', '王杰', '李治国']",财经科学,2022-04-30,期刊
我国粮食主产区农地利用碳排放时空演变与有效降低碳排放路径,"['杨慧', '张恒']",安徽农学通报,2022-04-30,期刊
火力发电企业碳排放成本核算,"['夏夕科', '张帮才', '都国栋']",皮革制作与环保科技,2022-04-30,期刊
碳排放强度控制目标分解方法研究,"['郝媛', '顼明泽']",皮革制作与环保科技,2022-04-30,期刊
中国环境产品进出口贸易对碳排放的影响,"['毛熙彦', '贺灿飞', '王佩玉', '许蕊', '胡醒木子', '贺舒琪']",自然资源学报,2022-04-29,期刊
多情景视角下京津冀碳排放达峰预测与减排潜力,"['韩楠', '罗新宇']",自然资源学报,2022-04-29,期刊
中国低碳试点城市碳排放效率时空演变与影响因素,"['徐英启', '程钰', '王晶晶', '刘娜']",自然资源学报,2022-04-29,期刊
城市客运交通工具碳排放效率差异——以襄阳市为例,"['朱顺应', '廖凌云', '吴景安', '常红光', '王红']",交通运输系统工程与信息,2022-04-27 11:45,期刊
经济增长、能源工业投资与中国省域工业碳排放的分析研究,['张薇'],上海节能,2022-04-27,期刊
消费视角下中国各省份碳排放驱动因素探究,"['潘晨', '李善同', '刘强']",经济与管理,2022-04-26 16:50,期刊
需求层次差异下城镇居民消费碳排放影响因素研究——来自华北地区的证据,"['郭蕾', '赵益民']",城市发展研究,2022-04-26,期刊
碳达峰与环境会计发展研究——基于碳排放会计的分析,"['陈舒', '倪梦玮']",国际商务财会,2022-04-25,期刊
